rainfall_1h,rainfall_3h,rainfall_24h,humidity,temperature,wind_speed,month,is_rainy_season,elevation_m,distance_to_river_km,soil_type_encoded,rain_intensity,rain_persistence,saturation_index,drainage_score,heat_humidity,city_risk,label
5.712,11.53,52.82,45.75,22.72,34.41,6,1,370.806,4.9482,1,5.712,3.8434,0.4575,0.75,10.395,0.3,waspada
0.0,0.0,0.0,86.01,3.2,20.43,3,0,299.656,4.917,3,0.0,0.0,0.8601,0.15,2.754,0.4,waspada
0.0,0.0,0.0,39.73,12.31,4.45,7,1,366.274,5.0181,1,0.0,0.0,0.3973,0.55,4.892,0.7,aman
4.896,12.04,27.732,71.73,11.78,5.02,6,1,223.784,0.901,2,4.896,4.0132,0.7173,1.0,8.452,0.15,aman
4.364,9.664,41.439,77.24,26.0,23.76,9,1,203.453,1.0485,2,4.364,3.2214,0.7724,0.15,20.083,0.4,siaga
0.0,0.0,0.0,41.89,15.75,25.23,8,1,229.277,5.5367,2,0.0,0.0,0.4189,0.55,6.597,0.65,waspada
55.829,86.503,293.823,49.01,14.22,8.72,4,0,313.008,6.5064,1,55.829,28.8345,0.4901,0.85,6.972,0.2,siaga
0.0,0.0,0.0,64.51,29.58,10.58,8,1,318.479,0.9759,0,0.0,0.0,0.6451,0.55,19.084,0.6,waspada
5.166,8.411,31.541,77.0,27.4,15.76,6,1,315.404,4.1586,2,5.166,2.8037,0.77,0.75,21.096,0.35,waspada
0.0,0.0,0.0,56.24,25.88,9.15,10,0,344.92,1.0315,0,0.0,0.0,0.5624,0.75,14.554,0.45,waspada
0.0,0.0,0.0,97.38,6.36,26.23,11,0,303.087,0.05,1,0.0,0.0,0.9738,0.35,6.194,0.3,waspada
15.437,34.247,95.057,44.05,20.21,0.4,7,1,262.987,1.9228,1,15.437,11.4157,0.4405,0.75,8.9,0.6,waspada
0.0,0.0,0.0,78.34,5.45,3.98,12,0,258.641,0.6517,0,0.0,0.0,0.7834,0.75,4.271,0.2,waspada
5.505,15.448,59.126,91.04,28.12,10.07,11,0,246.09,0.05,1,5.505,5.1494,0.9104,0.75,25.601,0.45,waspada
0.0,0.0,0.0,43.7,7.81,12.1,9,1,401.047,0.2026,2,0.0,0.0,0.437,0.15,3.412,0.1,waspada
14.632,24.545,87.776,83.2,13.57,32.21,10,0,31.662,4.3166,1,14.632,8.1817,0.832,0.15,11.288,0.85,siaga
0.0,0.0,0.0,71.72,7.13,33.69,5,0,265.844,1.7029,1,0.0,0.0,0.7172,0.75,5.114,0.2,waspada
2.339,5.69,28.304,74.53,9.84,23.6,1,0,201.579,2.607,0,2.339,1.8965,0.7453,0.35,7.333,0.65,waspada
0.0,0.0,0.0,62.47,12.69,20.85,3,0,146.927,2.6249,2,0.0,0.0,0.6247,0.55,7.928,0.8,waspada
22.182,46.261,128.116,52.33,29.72,10.9,9,1,342.925,3.9821,0,22.182,15.4204,0.5233,0.15,15.554,0.2,siaga
18.283,39.553,97.108,84.54,32.37,14.42,8,1,175.1,2.1437,1,18.283,13.1844,0.8454,0.35,27.368,0.6,siaga
10.267,16.024,39.803,92.39,24.26,24.93,5,0,387.776,1.9553,1,10.267,5.3414,0.9239,0.55,22.411,0.85,waspada
0.0,0.0,0.0,86.56,5.16,17.14,10,0,295.292,3.1622,2,0.0,0.0,0.8656,0.55,4.47,0.9,waspada
0.0,0.0,0.0,95.98,2.39,29.04,5,0,163.468,4.7813,0,0.0,0.0,0.9598,0.75,2.292,0.25,waspada
6.815,19.073,38.338,91.03,29.16,10.05,6,1,54.692,5.1201,2,6.815,6.3575,0.9103,0.85,26.542,0.7,waspada
10.292,25.258,59.449,35.06,13.01,13.23,11,0,191.95,2.8008,3,10.292,8.4193,0.3506,0.85,4.563,0.25,waspada
6.874,12.747,37.015,33.36,9.03,14.15,8,1,233.347,5.0662,1,6.874,4.249,0.3336,0.55,3.014,0.35,waspada
6.777,15.799,60.575,59.51,21.6,34.51,7,1,346.625,3.0295,1,6.777,5.2665,0.5951,0.55,12.852,0.2,waspada
0.0,0.0,0.0,97.57,34.34,24.16,1,0,347.971,3.2055,2,0.0,0.0,0.9757,0.75,33.504,0.35,waspada
0.0,0.0,0.0,34.85,6.81,11.94,3,0,457.957,4.4954,3,0.0,0.0,0.3485,0.55,2.374,0.15,aman
0.0,0.0,0.0,96.09,37.9,32.31,12,0,201.711,2.205,0,0.0,0.0,0.9609,0.75,36.424,0.8,waspada
21.008,33.417,96.612,91.85,10.11,10.01,6,1,131.106,3.1774,1,21.008,11.1391,0.9185,0.35,9.284,0.5,siaga
5.766,11.049,37.573,76.61,22.19,29.37,5,0,328.631,1.9679,1,5.766,3.6829,0.7661,0.55,17.001,0.3,waspada
51.539,90.883,204.819,70.72,9.58,11.46,12,0,171.647,0.05,2,51.539,30.2943,0.7072,0.75,6.774,0.45,siaga
19.877,32.259,94.329,45.87,9.97,22.44,7,1,214.037,3.2009,1,19.877,10.753,0.4587,0.15,4.572,0.8,siaga
2.462,4.436,17.929,86.7,27.37,24.97,8,1,204.457,0.931,2,2.462,1.4785,0.867,0.75,23.733,0.5,waspada
0.0,0.0,0.0,37.01,13.68,15.08,6,1,183.419,2.4759,1,0.0,0.0,0.3701,1.0,5.062,0.9,aman
7.019,19.906,41.452,74.73,22.35,18.56,3,0,344.547,1.1525,2,7.019,6.6353,0.7473,0.55,16.702,0.9,waspada
2.649,6.927,34.25,34.48,11.82,9.89,9,1,340.578,3.7808,2,2.649,2.3091,0.3448,0.05,4.075,0.45,waspada
18.686,35.454,83.176,82.13,26.17,7.58,9,1,350.875,0.05,0,18.686,11.818,0.8213,0.85,21.497,0.35,waspada
6.382,14.861,60.911,53.4,14.82,11.74,8,1,262.644,4.4366,3,6.382,4.9537,0.534,0.75,7.916,0.15,waspada
23.921,37.331,107.964,91.01,35.22,12.76,12,0,380.279,3.465,0,23.921,12.4438,0.9101,0.75,32.056,0.9,siaga
5.053,8.614,37.673,44.93,21.92,33.89,4,0,125.202,6.0694,3,5.053,2.8714,0.4493,0.85,9.846,0.55,aman
66.132,135.596,322.897,45.9,33.36,10.97,1,0,281.68,5.44,2,66.132,45.1986,0.459,0.55,15.314,0.65,siaga
0.0,0.0,0.0,62.2,12.57,29.43,5,0,179.009,1.8235,0,0.0,0.0,0.622,0.75,7.818,0.3,waspada
17.679,27.156,55.014,90.6,28.57,16.56,2,0,242.985,2.6486,2,17.679,9.0521,0.906,0.55,25.888,0.7,siaga
0.0,0.0,0.0,83.86,21.91,7.15,12,0,360.849,4.2377,0,0.0,0.0,0.8386,0.75,18.373,0.1,waspada
0.0,0.0,0.0,65.18,33.33,15.99,5,0,185.188,3.9564,2,0.0,0.0,0.6518,0.75,21.728,0.5,waspada
0.0,0.0,0.0,56.81,14.88,8.18,2,0,291.442,3.1525,2,0.0,0.0,0.5681,0.55,8.456,0.45,waspada
0.0,0.0,0.0,91.93,31.56,14.89,8,1,316.748,7.2386,2,0.0,0.0,0.9193,0.15,29.012,0.55,siaga
0.0,0.0,0.0,92.42,7.21,0.23,5,0,315.538,5.1852,0,0.0,0.0,0.9242,0.75,6.663,0.2,waspada
8.43,14.48,47.961,55.43,31.94,4.03,2,0,344.028,3.3895,3,8.43,4.8266,0.5543,0.75,17.706,0.25,aman
71.014,115.91,328.982,91.07,14.58,2.79,1,0,299.289,2.6549,1,71.014,38.6366,0.9107,0.35,13.276,0.65,awas
0.0,0.0,0.0,46.41,23.7,0.74,4,0,284.046,5.0503,1,0.0,0.0,0.4641,0.15,10.997,0.55,waspada
0.0,0.0,0.0,89.0,17.1,19.97,5,0,146.508,3.3692,2,0.0,0.0,0.89,0.35,15.224,0.85,siaga
59.988,148.483,394.86,50.41,33.86,34.21,9,1,288.705,1.2311,1,59.988,49.4944,0.5041,0.35,17.069,0.1,siaga
24.233,59.806,186.551,58.24,22.46,27.63,6,1,363.981,1.9287,2,24.233,19.9355,0.5824,0.35,13.081,0.65,siaga
127.18,228.813,480.43,92.79,17.55,11.3,11,0,337.695,1.5281,0,127.18,76.2711,0.9279,0.75,16.283,0.65,siaga
9.541,19.808,41.135,83.35,30.84,32.41,12,0,124.267,3.2589,2,9.541,6.6027,0.8335,0.35,25.705,0.45,siaga
0.0,0.0,0.0,73.08,31.62,20.56,6,1,319.541,3.4758,0,0.0,0.0,0.7308,0.55,23.109,0.85,waspada
74.476,125.102,381.195,44.55,2.11,6.45,8,1,252.283,4.232,1,74.476,41.7006,0.4455,0.55,0.939,0.45,siaga
43.815,66.64,181.305,64.17,2.76,3.43,4,0,191.304,3.7183,1,43.815,22.2134,0.6417,0.55,1.771,0.6,siaga
0.0,0.0,0.0,61.98,3.71,33.16,11,0,168.053,4.1532,2,0.0,0.0,0.6198,0.75,2.297,0.1,aman
0.0,0.0,0.0,85.48,9.03,7.95,11,0,186.635,1.9955,2,0.0,0.0,0.8548,0.15,7.716,0.8,siaga
28.379,59.483,194.088,73.09,19.95,9.66,2,0,203.145,5.626,3,28.379,19.8278,0.7309,0.75,14.583,0.55,siaga
33.329,53.486,137.4,87.98,4.82,28.46,12,0,222.749,1.7748,0,33.329,17.8286,0.8798,0.55,4.24,0.6,siaga
77.86,164.448,448.974,61.13,16.84,30.86,11,0,418.8,3.5376,1,77.86,54.8161,0.6113,0.35,10.295,0.85,siaga
0.0,0.0,0.0,49.92,16.06,2.39,1,0,232.662,1.9249,1,0.0,0.0,0.4992,0.55,8.017,0.25,waspada
84.227,116.006,199.775,59.77,10.03,23.03,9,1,248.912,1.696,0,84.227,38.6686,0.5977,0.75,5.998,0.25,siaga
0.0,0.0,0.0,57.02,7.94,34.54,12,0,281.474,2.9744,1,0.0,0.0,0.5702,0.75,4.525,0.5,aman
0.0,0.0,0.0,72.78,8.41,20.74,12,0,294.526,6.6497,3,0.0,0.0,0.7278,0.55,6.121,0.25,waspada
6.668,11.629,23.303,80.36,35.28,12.68,2,0,256.666,3.2226,3,6.668,3.8763,0.8036,0.75,28.351,0.35,waspada
1.448,4.213,18.32,31.73,7.99,8.06,9,1,369.155,2.6008,1,1.448,1.4044,0.3173,0.55,2.534,0.65,aman
42.271,101.473,239.737,58.71,22.33,27.95,7,1,442.194,3.8691,3,42.271,33.8245,0.5871,0.35,13.108,0.25,siaga
0.0,0.0,0.0,97.75,8.42,25.11,4,0,186.545,2.5031,0,0.0,0.0,0.9775,0.85,8.232,0.55,waspada
5.92,17.677,82.293,56.29,24.7,10.45,2,0,321.895,3.8691,1,5.92,5.8924,0.5629,0.75,13.902,0.5,waspada
5.72,12.944,34.264,94.54,21.04,12.58,10,0,292.129,2.1171,1,5.72,4.3145,0.9454,0.35,19.888,0.45,siaga
0.0,0.0,0.0,60.88,23.45,11.25,11,0,196.555,2.8047,2,0.0,0.0,0.6088,0.75,14.277,0.6,waspada
12.712,27.103,92.69,93.87,33.46,32.6,7,1,253.39,0.416,2,12.712,9.0343,0.9387,0.75,31.408,0.7,siaga
24.552,47.201,169.654,39.58,20.94,15.22,12,0,262.46,4.0217,1,24.552,15.7338,0.3958,0.55,8.288,0.4,waspada
67.858,146.323,467.572,66.37,23.36,29.76,10,0,376.002,3.7316,2,67.858,48.7744,0.6637,0.35,15.505,0.7,awas
145.053,287.513,531.865,55.75,20.53,9.78,2,0,230.993,5.7651,2,145.053,95.8378,0.5575,0.55,11.449,0.2,siaga
37.216,79.299,166.708,58.65,12.55,0.8,4,0,204.546,1.3438,1,37.216,26.4332,0.5865,0.55,7.363,0.75,siaga
0.0,0.0,0.0,89.02,22.47,13.26,3,0,284.667,8.0091,3,0.0,0.0,0.8902,0.35,20.007,0.6,waspada
0.0,0.0,0.0,57.15,16.0,24.5,3,0,223.931,0.7121,0,0.0,0.0,0.5715,0.55,9.142,0.35,waspada
2.338,6.273,17.78,71.86,32.69,16.11,4,0,277.739,4.3598,2,2.338,2.091,0.7186,0.55,23.494,0.55,waspada
0.0,0.0,0.0,63.79,8.56,12.92,7,1,291.788,3.4023,0,0.0,0.0,0.6379,0.15,5.46,0.7,waspada
67.798,127.947,442.367,43.63,13.3,32.72,12,0,302.061,5.8428,2,67.798,42.6489,0.4363,0.55,5.804,0.85,siaga
0.0,0.0,0.0,88.19,31.4,5.69,10,0,171.013,2.1374,1,0.0,0.0,0.8819,0.85,27.688,0.8,waspada
5.543,10.303,48.26,73.68,12.58,17.32,5,0,241.846,3.3269,1,5.543,3.4345,0.7368,0.75,9.27,0.1,waspada
0.0,0.0,0.0,32.67,16.48,17.17,6,1,290.608,6.181,2,0.0,0.0,0.3267,0.35,5.384,0.15,waspada
0.0,0.0,0.0,89.99,22.19,7.21,6,1,333.978,4.9199,2,0.0,0.0,0.8999,0.75,19.97,0.7,waspada
12.753,20.297,68.288,63.47,26.79,19.45,5,0,259.677,6.3118,3,12.753,6.7655,0.6347,0.35,17.001,0.45,waspada
0.0,0.0,0.0,31.99,21.56,33.99,9,1,230.698,3.0037,2,0.0,0.0,0.3199,0.35,6.897,0.5,waspada
21.302,39.349,133.318,32.36,28.82,30.49,9,1,304.359,3.9916,1,21.302,13.1162,0.3236,0.55,9.327,0.55,waspada
0.0,0.0,0.0,89.07,33.24,26.67,5,0,268.953,4.2171,2,0.0,0.0,0.8907,0.55,29.604,0.25,waspada
20.162,43.774,90.374,94.04,28.65,15.09,4,0,156.899,3.2123,0,20.162,14.5913,0.9404,0.55,26.943,0.6,siaga
2.884,5.95,14.321,84.36,27.13,0.78,10,0,287.532,0.4401,2,2.884,1.9835,0.8436,0.75,22.885,0.35,waspada
0.0,0.0,0.0,89.94,13.82,14.65,3,0,209.922,0.6873,0,0.0,0.0,0.8994,0.15,12.433,0.85,siaga
20.248,43.884,94.212,85.14,10.36,33.17,1,0,304.391,0.9258,1,20.248,14.6279,0.8514,0.55,8.819,0.35,siaga
0.0,0.0,0.0,63.69,31.07,14.43,7,1,275.193,3.2308,2,0.0,0.0,0.6369,0.75,19.79,0.75,waspada
3.379,8.212,32.753,52.83,24.38,8.49,3,0,404.604,1.9482,2,3.379,2.7372,0.5283,0.05,12.88,0.9,waspada
0.0,0.0,0.0,45.01,34.85,16.96,11,0,238.921,2.2703,2,0.0,0.0,0.4501,0.75,15.686,0.9,waspada
0.0,0.0,0.0,76.22,33.08,28.2,5,0,211.901,1.5169,2,0.0,0.0,0.7622,0.85,25.211,0.4,waspada
0.0,0.0,0.0,38.75,23.17,0.76,7,1,280.849,1.4363,2,0.0,0.0,0.3875,0.75,8.98,0.1,aman
2.154,4.528,11.784,95.02,13.08,6.4,8,1,87.759,3.5041,1,2.154,1.5094,0.9502,0.75,12.433,0.1,waspada
55.801,106.592,254.215,53.06,36.9,25.9,2,0,195.636,5.3084,2,55.801,35.5306,0.5306,0.75,19.579,0.9,siaga
0.0,0.0,0.0,43.82,6.09,30.02,4,0,217.444,3.8185,2,0.0,0.0,0.4382,0.55,2.668,0.45,waspada
7.895,16.033,49.699,32.65,10.48,28.12,10,0,150.381,0.05,2,7.895,5.3443,0.3265,0.75,3.423,0.15,waspada
3.707,6.207,21.561,30.58,5.16,10.63,3,0,199.71,1.8971,2,3.707,2.069,0.3058,0.75,1.579,0.4,aman
3.553,10.247,47.779,59.41,29.79,29.43,6,1,187.031,1.5922,2,3.553,3.4158,0.5941,0.75,17.697,0.6,waspada
0.0,0.0,0.0,76.36,35.77,5.53,1,0,157.265,4.149,2,0.0,0.0,0.7636,0.15,27.315,0.7,siaga
8.27,19.758,78.632,66.25,21.05,15.69,3,0,125.091,3.8286,1,8.27,6.5861,0.6625,0.85,13.945,0.45,waspada
0.0,0.0,0.0,69.77,10.17,7.47,12,0,261.145,3.0599,2,0.0,0.0,0.6977,0.55,7.098,0.85,waspada
13.666,24.894,69.072,42.66,13.8,9.25,6,1,241.038,0.8082,1,13.666,8.2979,0.4266,0.15,5.886,0.8,siaga
70.033,132.296,312.291,54.87,37.46,6.96,8,1,245.149,0.9587,2,70.033,44.0986,0.5487,0.15,20.553,0.25,awas
0.0,0.0,0.0,72.63,28.36,5.16,3,0,323.331,4.8905,1,0.0,0.0,0.7263,0.55,20.595,0.65,waspada
0.0,0.0,0.0,68.04,31.6,10.42,11,0,160.507,3.3031,2,0.0,0.0,0.6804,0.75,21.501,0.3,waspada
0.0,0.0,0.0,57.46,34.2,0.99,1,0,256.547,3.3318,2,0.0,0.0,0.5746,0.35,19.653,0.25,waspada
19.689,45.307,130.994,86.98,9.09,7.22,6,1,361.601,3.4457,1,19.689,15.1023,0.8698,0.55,7.907,0.35,siaga
5.555,10.571,33.422,95.42,25.82,14.4,8,1,69.946,1.058,2,5.555,3.5235,0.9542,0.35,24.634,0.8,siaga
0.0,0.0,0.0,97.61,36.93,23.45,2,0,230.397,2.1576,2,0.0,0.0,0.9761,0.55,36.049,0.1,waspada
0.0,0.0,0.0,78.54,28.92,26.65,12,0,304.064,0.923,1,0.0,0.0,0.7854,0.75,22.715,0.55,waspada
18.283,39.547,124.703,69.78,11.61,2.6,8,1,127.572,0.05,2,18.283,13.1825,0.6978,0.55,8.099,0.45,siaga
6.052,13.61,45.669,62.96,37.28,27.91,9,1,106.889,0.1318,2,6.052,4.5367,0.6296,0.55,23.472,0.6,waspada
0.0,0.0,0.0,80.33,3.79,27.89,5,0,175.962,4.2136,1,0.0,0.0,0.8033,0.85,3.047,0.75,waspada
0.0,0.0,0.0,56.65,21.18,29.31,6,1,221.529,5.8665,1,0.0,0.0,0.5665,0.85,11.997,0.5,aman
17.626,44.035,109.163,97.2,9.88,18.29,10,0,107.59,0.4922,1,17.626,14.6784,0.972,0.85,9.602,0.25,siaga
2.793,7.027,33.248,34.76,30.8,19.87,12,0,245.572,1.1572,2,2.793,2.3422,0.3476,0.35,10.708,0.1,waspada
0.0,0.0,0.0,63.35,24.0,14.52,7,1,436.791,2.7436,1,0.0,0.0,0.6335,0.55,15.201,0.25,waspada
0.0,0.0,0.0,93.37,34.41,30.49,8,1,180.261,0.05,2,0.0,0.0,0.9337,0.55,32.129,0.85,siaga
110.533,150.87,371.284,69.45,24.76,13.56,11,0,271.372,3.6762,0,110.533,50.29,0.6945,0.35,17.194,0.2,siaga
0.0,0.0,0.0,70.24,17.05,34.03,7,1,274.105,4.7537,2,0.0,0.0,0.7024,0.35,11.979,0.25,waspada
0.0,0.0,0.0,84.53,21.46,17.61,11,0,275.694,3.34,2,0.0,0.0,0.8453,0.55,18.142,0.85,waspada
69.139,118.433,321.549,59.56,23.73,7.83,6,1,309.771,3.7424,1,69.139,39.4776,0.5956,0.75,14.135,0.4,siaga
5.136,9.944,32.582,60.53,35.53,0.52,3,0,451.542,1.7268,2,5.136,3.3148,0.6053,0.75,21.506,0.15,waspada
3.13,8.497,37.11,64.44,30.44,12.83,2,0,93.383,4.4047,1,3.13,2.8323,0.6444,0.35,19.613,0.6,waspada
0.0,0.0,0.0,94.59,29.34,14.8,7,1,158.995,3.1939,0,0.0,0.0,0.9459,0.75,27.749,0.1,waspada
0.0,0.0,0.0,41.87,14.32,24.7,4,0,349.519,3.3482,1,0.0,0.0,0.4187,0.75,5.996,0.25,aman
2.048,3.112,11.681,73.74,6.08,11.98,6,1,148.375,6.4529,1,2.048,1.0372,0.7374,0.15,4.48,0.7,siaga
0.0,0.0,0.0,81.22,18.38,19.58,10,0,207.11,4.0408,1,0.0,0.0,0.8122,0.55,14.927,0.4,waspada
1.735,4.453,22.146,77.18,26.84,18.53,7,1,251.732,4.0047,2,1.735,1.4843,0.7718,0.55,20.716,0.2,waspada
4.115,9.635,46.368,52.71,22.26,26.97,6,1,344.098,4.4732,1,4.115,3.2116,0.5271,0.55,11.73,0.8,waspada
2.657,5.971,15.029,71.79,29.6,26.85,3,0,181.605,7.8212,0,2.657,1.9902,0.7179,0.35,21.25,0.75,waspada
4.92,13.794,29.82,38.52,11.47,24.41,3,0,372.647,3.012,1,4.92,4.5979,0.3852,0.75,4.42,0.65,waspada
24.896,47.95,190.916,73.52,16.05,9.04,5,0,169.959,0.8008,1,24.896,15.9832,0.7352,0.75,11.802,0.4,siaga
23.471,56.478,133.352,45.84,28.07,25.66,3,0,262.623,2.6125,1,23.471,18.826,0.4584,0.85,12.867,0.5,waspada
0.0,0.0,0.0,43.78,13.19,33.24,12,0,258.055,0.05,3,0.0,0.0,0.4378,0.55,5.775,0.1,waspada
20.493,48.445,111.491,52.19,23.57,6.83,6,1,314.678,7.0107,2,20.493,16.1485,0.5219,0.35,12.302,0.75,siaga
0.0,0.0,0.0,76.06,18.02,6.82,10,0,250.243,8.2026,2,0.0,0.0,0.7606,0.75,13.703,0.6,waspada
0.0,0.0,0.0,52.58,12.31,19.58,7,1,328.072,2.0366,1,0.0,0.0,0.5258,0.75,6.473,0.5,aman
0.0,0.0,0.0,35.98,13.86,31.72,1,0,203.369,0.9868,2,0.0,0.0,0.3598,0.55,4.988,0.85,waspada
0.0,0.0,0.0,40.73,11.24,27.7,7,1,236.516,0.05,1,0.0,0.0,0.4073,0.35,4.576,0.35,waspada
15.593,32.807,83.978,42.9,22.49,6.91,7,1,288.622,3.0219,0,15.593,10.9358,0.429,1.0,9.65,0.65,waspada
0.0,0.0,0.0,84.87,13.08,6.88,6,1,259.089,4.1051,0,0.0,0.0,0.8487,0.85,11.104,0.8,waspada
0.0,0.0,0.0,57.08,37.1,23.03,11,0,280.401,4.1402,2,0.0,0.0,0.5708,0.35,21.174,0.1,waspada
6.935,16.139,58.154,94.64,20.32,10.82,10,0,227.265,3.5167,1,6.935,5.3798,0.9464,0.55,19.229,0.8,siaga
128.673,241.66,389.557,97.29,12.29,21.39,6,1,267.077,4.8621,1,128.673,80.5532,0.9729,0.85,11.961,0.85,siaga
18.643,39.109,108.957,90.89,12.45,32.32,8,1,374.778,3.6791,0,18.643,13.0362,0.9089,0.55,11.317,0.2,waspada
20.69,45.198,171.218,41.41,16.64,27.93,3,0,220.817,5.7843,2,20.69,15.0661,0.4141,0.75,6.893,0.55,waspada
0.0,0.0,0.0,95.97,4.13,8.87,4,0,218.87,6.6223,3,0.0,0.0,0.9597,0.75,3.962,0.6,waspada
0.0,0.0,0.0,62.61,6.8,29.54,2,0,318.475,3.6411,1,0.0,0.0,0.6261,0.55,4.255,0.65,waspada
0.0,0.0,0.0,41.8,12.99,14.14,3,0,166.583,1.5275,1,0.0,0.0,0.418,0.85,5.428,0.85,waspada
0.0,0.0,0.0,60.12,28.91,11.97,4,0,241.424,2.1478,1,0.0,0.0,0.6012,0.05,17.381,0.1,waspada
0.0,0.0,0.0,94.52,16.07,5.89,6,1,272.379,4.272,2,0.0,0.0,0.9452,0.75,15.186,0.65,waspada
31.599,58.739,193.038,79.58,6.47,2.14,11,0,238.559,3.4515,0,31.599,19.5796,0.7958,0.35,5.15,0.4,siaga
3.584,9.049,29.939,58.72,23.19,14.12,8,1,206.529,1.7815,1,3.584,3.0164,0.5872,0.85,13.619,0.55,waspada
64.038,114.09,260.124,53.34,13.0,0.22,12,0,315.533,3.1477,2,64.038,38.0301,0.5334,0.05,6.935,0.2,siaga
0.0,0.0,0.0,45.14,11.02,14.26,5,0,286.831,2.1108,0,0.0,0.0,0.4514,0.75,4.976,0.85,waspada
0.0,0.0,0.0,82.54,26.74,19.96,6,1,136.601,5.0809,1,0.0,0.0,0.8254,0.75,22.073,0.25,waspada
7.191,20.381,91.068,88.56,2.27,7.39,5,0,288.061,3.9827,1,7.191,6.7937,0.8856,1.0,2.013,0.8,waspada
63.79,115.186,391.918,32.95,5.34,14.24,5,0,371.524,3.9433,1,63.79,38.3954,0.3295,0.55,1.76,0.85,siaga
12.611,26.323,53.809,43.86,30.28,32.98,6,1,113.684,1.4815,2,12.611,8.7745,0.4386,0.15,13.279,0.6,siaga
0.0,0.0,0.0,44.16,36.57,11.33,12,0,231.806,0.05,2,0.0,0.0,0.4416,0.55,16.151,0.25,waspada
0.0,0.0,0.0,46.78,10.99,2.89,7,1,223.29,4.5918,3,0.0,0.0,0.4678,0.55,5.143,0.35,waspada
4.126,11.816,28.331,36.64,10.55,8.27,5,0,341.863,1.3866,2,4.126,3.9385,0.3664,0.85,3.866,0.5,aman
7.421,12.771,40.423,50.98,9.61,7.86,5,0,364.352,0.3095,1,7.421,4.257,0.5098,1.0,4.9,0.1,aman
0.0,0.0,0.0,73.96,35.41,9.92,4,0,149.574,2.5565,2,0.0,0.0,0.7396,0.75,26.187,0.65,waspada
0.0,0.0,0.0,38.94,3.69,1.45,6,1,220.025,1.6625,0,0.0,0.0,0.3894,0.55,1.436,0.7,waspada
0.0,0.0,0.0,33.34,18.28,22.29,1,0,49.835,4.6183,3,0.0,0.0,0.3334,0.35,6.095,0.45,waspada
0.0,0.0,0.0,36.63,10.29,20.44,12,0,254.766,2.4072,2,0.0,0.0,0.3663,0.75,3.769,0.6,aman
12.66,29.069,73.078,89.37,6.36,30.16,3,0,260.173,3.145,1,12.66,9.6895,0.8937,0.35,5.684,0.85,siaga
24.545,53.889,155.509,84.06,25.01,15.3,2,0,115.055,1.9839,2,24.545,17.963,0.8406,1.0,21.023,0.85,siaga
0.0,0.0,0.0,55.7,3.61,29.83,4,0,165.422,0.6714,0,0.0,0.0,0.557,0.75,2.009,0.8,waspada
1.608,3.388,9.054,69.18,29.07,1.43,8,1,265.113,1.1895,3,1.608,1.1293,0.6918,0.85,20.112,0.75,waspada
0.0,0.0,0.0,44.82,35.02,4.42,6,1,285.212,0.05,2,0.0,0.0,0.4482,0.35,15.696,0.15,waspada
1.633,4.88,23.035,35.82,14.76,0.38,11,0,414.229,0.05,1,1.633,1.6267,0.3582,0.75,5.288,0.4,aman
134.028,221.266,408.392,78.6,8.11,24.57,7,1,269.454,5.1965,0,134.028,73.7552,0.786,1.0,6.376,0.4,siaga
4.678,13.458,39.963,56.69,37.64,22.37,1,0,317.983,4.5302,2,4.678,4.4861,0.5669,0.05,21.335,0.7,siaga
1.91,5.314,15.135,39.07,30.35,9.83,1,0,208.107,2.7315,3,1.91,1.7715,0.3907,0.75,11.858,0.6,waspada
44.117,83.343,188.169,81.94,16.3,1.8,9,1,427.342,0.8329,2,44.117,27.7809,0.8194,1.0,13.353,0.9,siaga
0.0,0.0,0.0,36.17,6.65,17.12,2,0,205.637,1.7118,2,0.0,0.0,0.3617,0.55,2.404,0.15,waspada
122.339,161.648,357.933,52.41,29.36,13.75,8,1,285.607,1.6693,0,122.339,53.8826,0.5241,0.55,15.39,0.65,siaga
5.606,10.237,21.83,85.99,3.4,24.32,7,1,331.227,4.3194,2,5.606,3.4123,0.8599,0.75,2.922,0.75,waspada
6.907,13.669,60.95,77.62,21.15,26.37,7,1,306.832,0.05,2,6.907,4.5562,0.7762,0.75,16.416,0.9,waspada
0.0,0.0,0.0,81.26,10.25,10.75,5,0,107.349,1.9298,2,0.0,0.0,0.8126,0.55,8.332,0.65,waspada
37.831,83.03,250.32,72.18,14.64,6.72,5,0,311.32,2.8794,1,37.831,27.6768,0.7218,0.35,10.566,0.45,siaga
44.289,95.359,264.138,87.36,5.29,21.97,12,0,323.185,2.4391,2,44.289,31.7862,0.8736,0.55,4.62,0.6,siaga
23.976,40.853,102.124,59.05,22.06,16.36,11,0,293.158,2.5828,1,23.976,13.6178,0.5905,0.55,13.028,0.35,waspada
0.0,0.0,0.0,92.28,33.16,19.09,6,1,273.087,5.2594,2,0.0,0.0,0.9228,0.75,30.599,0.65,waspada
0.0,0.0,0.0,93.66,31.31,4.55,4,0,297.872,3.4942,1,0.0,0.0,0.9366,0.15,29.329,0.25,siaga
0.0,0.0,0.0,79.64,37.39,0.49,3,0,314.205,0.3368,1,0.0,0.0,0.7964,0.35,29.781,0.9,waspada
0.0,0.0,0.0,60.76,35.95,26.27,8,1,127.934,0.802,2,0.0,0.0,0.6076,0.55,21.848,0.1,waspada
